smiles,CHEMBL214_Ki,group
COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1,-1.86923171973098,training
Nc1cccc(-c2ccc(CCN3CCN(c4cccc5cccnc45)CC3)cc2)n1,-0.477121254719662,training
COc1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1N1CCN(C)CC1,-2.40000234592796,training
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN(C)CC1,-2.70000239714225,training
CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2ccccc2)c1-3,-0.255272505103306,training
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,-0.462397997898956,training
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.397940008672038,training
CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,-1.86332286012046,training
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,-1.38021124171161,training
CCCN(CCC)CCc1cccc2c1CC(=O)N2,-3.2319790268315,training
CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1,-1.96378782734556,training
CCCN[C@@H]1Cc2cccc3nc(O)n(c23)C1,-1.76342799356294,training
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,-1.27262124293325,training
COc1cccc(OC)c1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O,-1.6232492903979,training
COc1ccccc1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O,-1.41052417258619,training
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,0.063924507062363,training
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-2.82801506422398,training
COc1ccc2occ3c2c1[C@H](CN)CC3,-2.93449845124357,training
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCN2CCCCC2C1,-2.80000182781797,test
COc1cc(Br)c2c3c1C[C@H](N)C[C@@H]3CO2,-2.98227123303957,training
COc1cc(Br)c2occ3c2c1[C@H](CN)CC3,-2.02118929906994,training
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-0.041392685158225,training
CCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1,-2.4983105537896,training
O=C1Nc2ccc(Cl)c3c2C1(CCCCN1CC=C(c2ccc(Cl)cc2)CC1)CCC3,-2.49984510407327,training
NCCc1c[nH]c2ccc(O)cc12,-0.39884900706324,training
CS(=O)(=O)Oc1ccc2c(c1)CN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccc(F)cc3)CC1)C2,-3.50000032134294,training
CCCCN(CCC)C1Cc2cccc3nc(O)n(c23)C1,-2.23299611039215,training
CCCN(CCC)C1Cc2cccc3c2n(c(=O)n3C)C1,-2.09342168516224,training
Oc1nc2cccc3c2n1CC(N(CC1CC1)CC1CC1)C3,-1.97772360528885,training
CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)C3,-2.03342375548695,training
CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CC3,-0.380211241711606,training
CCCN(CCC)C1Cc2cccc3ncc(=O)n(c23)C1,-2.9698816437465,test
CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)C3=O,-2.83695673705955,valid
CCCN(CCC)C1Cc2cccc3c2N(C1)C(=O)CN3,-1.69019608002851,training
CCCN(CCC)C1Cc2cccc3nc(SC)n(c23)C1,-2.2380461031288,training
CCCN(CCC)C1Cc2cccc3ncn(c23)C1,-2.91750550955255,training
CNc1nc(Cl)c(SC)c(N2CCN(C)CC2)n1,-2.63346845557959,training
CN1CCN(c2nc3ccccc3c(Cl)c2Sc2ccccc2)CC1,-3.30102999566398,valid
Cc1nc(Cl)c(Sc2ccc(Cl)cc2)c(NC2CCN(Cc3ccccc3)CC2)n1,-2.20411998265592,training
Cc1nc(Cl)c(Sc2ccc(Cl)cc2)c(N2CCN(C)CC2)n1,-3.17609125905568,training
CNc1nc(Cl)c(Sc2ccccc2)c(N2CCN(C)CC2)n1,-2.66275783168157,training
C=CCN1C[C@H]2c3c(cccc3OC)CC[C@H]21,-0.770852011642144,training
C[C@H]1C[C@H](c2cc3ccccc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,-0.489958479424835,test
Cc1cc(C)c2cc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)sc2c1,-1.97726621242729,valid
COc1cc2nc(N(C)CCCCCCN(C)C(=O)c3cccc(CN(C)C)c3)nc(N)c2cc1OC,-2.86999985863453,training
C=CCN1C[C@H]2c3c(O)cccc3CC[C@H]21,0.522878745280338,training
C[C@H]1C[C@H](c2cc3c(F)cccc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,-0.971971276399756,training
