smiles,CHEMBL2147_Ki,group
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)cn23)c1,-1.041392685158225,training
Cc1ccc2[nH]c(=O)c(CC(=O)O)c(-c3ccccc3)c2c1,-3.653212513775344,training
O=C(O)c1cccc(Nc2nc(-c3ccc(O)cc3O)cs2)c1,-3.531478917042255,training
O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12,-2.740362689494244,test
CCc1ccc(C2C(C(C)=O)=C(O)C(=O)N2CCc2c[nH]c3ccccc23)cc1,-3.322219294733919,training
CC(=O)C1=C(O)C(=O)N(CCc2c[nH]c3ccccc23)C1c1ccc(O)cc1,-3.342422680822206,training
CCOc1ccc(C2C(C(C)=O)=C(O)C(=O)N2CCc2c[nH]c3ccccc23)cc1,-3.6232492903979,test
COc1cc(C2C(C(C)=O)=C(O)C(=O)N2CCc2c[nH]c3ccccc23)ccc1O,-3.653212513775344,valid
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,-1.3404441148401185,training
CC(C)n1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,-1.089905111439398,test
CCCCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,-1.1760912590556811,training
O=c1o[nH]c2c1c(=O)c1cc(F)c(Cl)cc1n2Cc1ccccc1,-1.5622928644564746,training
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)on(Cc3ccccc3)c21,-3.104145550554008,training
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)on(Cc3cccc(O)c3)c21,-2.432969290874406,valid
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)on(CCOCc3ccccc3)c21,-3.6896639650157694,test
CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)on(CCO)c21,-3.065206128054312,training
CCn1c2cc(Cl)c(OC)cc2c(=O)c2c(=O)o[nH]c21,-3.4310419453358856,training
CCn1c2cc(Cl)c(O)cc2c(=O)c2c(=O)o[nH]c21,-0.6439459127480667,training
CN1CCC(N(C)c2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,-2.0,test
CN(c1ccc2nnc(-c3cccc(C(F)(F)F)c3)n2n1)C1CCCCC1,-1.6901960800285136,training
CN1CCC(Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,-2.204119982655925,training
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,-1.3222192947339193,training
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCNC4)nn23)c1,-1.9731278535996983,valid
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCOCC4)nn23)c1,-1.6434526764861874,training
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1,-1.041392685158225,training
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCC4)nn23)c1,-1.7323937598229686,training
FC(F)(F)c1cccc(-c2nnc3ccc(NCC4CC4)nn23)c1,-1.6989700043360187,training
COc1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,-2.991226075692495,test
COc1cccc(-c2nnc3ccc(NC4CC4)nn23)c1,-2.6127838567197355,training
Fc1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,-2.322219294733919,valid
Fc1cccc(-c2nnc3ccc(NC4CC4)nn23)c1,-2.633468455579586,training
FC(F)(F)c1cccc(-c2nnc3ccc(NC4CC4)nn23)c1,-1.255272505103306,training
c1ccc(-c2nnc3ccc(NC4CC4)nn23)cc1,-3.255272505103306,training
Cc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-2.5538830266438746,training
CN(C)Cc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-1.146128035678238,training
O=c1[nH]c(CN2CCCCC2)nc2c1sc1ccc(Cl)cc12,-1.0791812460476249,valid
O=c1[nH]c(CN2CCCNC2)nc2c1sc1ccc(Cl)cc12,-1.041392685158225,valid
O=c1[nH]c(CN2CCOCC2)nc2c1sc1ccc(Cl)cc12,-2.521138083704036,training
O=c1[nH]c(CN2CCCC(O)C2)nc2c1sc1ccc(Cl)cc12,-1.5185139398778875,training
O=c1[nH]c(CN2CCC(O)CC2)nc2c1sc1ccc(Cl)cc12,-1.6232492903979006,training
CNCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-1.8512583487190752,valid
CN(C)CCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-1.230448921378274,training
CN(C)CCCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-1.041392685158225,test
O=c1[nH]c(CNc2ccccc2)nc2c1sc1ccc(Cl)cc12,-1.6434526764861874,valid
O=c1[nH]c(CNc2ccccc2O)nc2c1sc1ccc(Cl)cc12,-1.9637878273455556,training
O=c1[nH]c(CNc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,0.0457574905606751,training
O=c1[nH]c(CNc2ccc(O)cc2)nc2c1sc1ccc(Cl)cc12,-2.0293837776852097,training
COc1cccc(NCc2nc3c(sc4ccc(Cl)cc43)c(=O)[nH]2)c1,-1.9637878273455556,training
O=c1[nH]c(CNc2cc(O)cc(O)c2)nc2c1sc1ccc(Cl)cc12,-1.8195439355418688,training
Cc1c(O)cccc1NCc1nc2c(sc3ccc(Cl)cc32)c(=O)[nH]1,-1.57978359661681,training
Cc1ccc(NCc2nc3c(sc4ccc(Cl)cc43)c(=O)[nH]2)cc1O,-1.255272505103306,training
O=c1[nH]c(CNCCc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,-1.6901960800285136,training
O=c1[nH]c(COc2cccc(O)c2)nc2c1sc1ccc(Cl)cc12,-1.2041199826559248,test
CN(C)Cc1nc2c(sc3ccc(Br)cc32)c(=O)[nH]1,-0.6989700043360189,training
