{'batch_size': 32, 'epochs': 100, 'device': 'cuda', 'seed': 42, 'num_run': 5, 'verbose': True, 'save_dir': './reg_results_1', 'model': {'backbone': 'gps', 'num_layer': 5, 'emb_dim': 300, 'heads': 6, 'layernorm': True, 'dropout_ratio': 0.3, 'attn_dropout_ratio': 0.3, 'temperature': 0.5, 'use_prompt': True, 'use_additional_feat': False, 'normalize': False, 'checkpoint': '/home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt'}, 'optim': {'prompt_lr': 0.0005, 'pretrain_lr': 0.0005, 'finetune_lr': 0.0005, 'decay': '1e-6', 'gradient_clip': 0, 'scheduler': 'cos_anneal_wu'}, 'prompt_optim': {'skip_bo': True, 'inits': None}, 'dataset': {'data_dir': './data/finetune/ADMET/data_with_group_random', 'data_name': 'Caco2', 'num_workers': 24, 'feat_type': 'super_rich', 'task': 'regression', 'split': 'random_2044'}}
Loading dataset Caco2 of size 842 with num_task=1
Loading checkpoint from /home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt
tensor([[0.3333, 0.3333, 0.3333]]) rogi=-0.249825119972229
tensor([[0.4083, 0.1834, 0.4083]]) rogi=-0.24734795093536377
tensor([[0.0917, 0.4542, 0.4542]]) rogi=-0.2473263144493103
tensor([[0.1012, 0.1510, 0.7478]]) rogi=-0.2467377781867981
tensor([[0.1164, 0.0235, 0.8601]]) rogi=-0.24530823528766632
tensor([[0.1438, 0.1438, 0.7124]]) rogi=-0.24458085000514984
tensor([[0.2164, 0.0652, 0.7184]]) rogi=-0.24362912774085999
tensor([[0.1510, 0.1012, 0.7478]]) rogi=-0.24292834103107452
tensor([[0.1173, 0.0159, 0.8668]]) rogi=-0.2411172091960907
tensor([[0.1065, 0.1065, 0.7870]]) rogi=-0.2348998486995697
Best init point: 0.2348998486995697
Best init prompt probs: tensor([[0.1065, 0.1065, 0.7870]], dtype=torch.float64)
Best prompt weights: tensor([0., 0., 1.], dtype=torch.float64)
[ep5] -1.8635 -2.0677 0.00025 [0.107 0.107 0.787]
[ep6] -1.0032 -1.4291 0.0003 [0.107 0.107 0.786]
[ep7] -0.5069 -0.6092 0.00035 [0.107 0.107 0.785]
[ep8] -0.3867 -0.5229 0.0004 [0.108 0.108 0.784]
[ep9] -0.3783 -0.4994 0.00045000000000000004 [0.108 0.108 0.783]
[ep10] -0.0961 -0.2143 0.0005 [0.109 0.109 0.783]
[ep11] -0.0429 -0.1235 0.0004998477070593605 [0.109 0.109 0.782]
[ep12] -0.0570 -0.0323 0.0004993910137829309 [0.109 0.109 0.781]
[ep13] -0.1080 -0.1164 0.0004986304765811206 [0.110 0.110 0.780]
[ep14] 0.0980 0.1169 0.0004975670220513582 [0.110 0.110 0.780]
[ep15] 0.1920 0.1808 0.0004962019458491755 [0.110 0.110 0.779]
[ep16] 0.2252 0.2134 0.000494536911109651 [0.111 0.110 0.779]
[ep17] 0.2875 0.2841 0.000492573946421136 [0.111 0.111 0.778]
[ep18] 0.3732 0.3258 0.0004903154433537317 [0.111 0.111 0.778]
[ep19] 0.2627 0.3070 0.00048776415354553025 [0.111 0.111 0.778]
[ep20] 0.3169 0.2603 0.0004849231853501667 [0.111 0.111 0.777]
[ep21] 0.2995 0.2544 0.0004817960000497696 [0.112 0.112 0.777]
[ep22] 0.4553 0.4491 0.0004783864076379213 [0.112 0.112 0.776]
[ep23] 0.4823 0.4165 0.00047469856217776865 [0.112 0.112 0.776]
[ep24] 0.4730 0.4259 0.0004707369567409353 [0.112 0.112 0.776]
[ep25] 0.4780 0.4301 0.0004665064179334078 [0.112 0.112 0.775]
[ep26] 0.4773 0.4125 0.0004620121000150584 [0.113 0.112 0.775]
[ep27] 0.3692 0.3099 0.0004572594786199741 [0.113 0.112 0.775]
[ep28] 0.5168 0.4775 0.0004522543440852397 [0.113 0.113 0.774]
[ep29] 0.5309 0.4810 0.0004470027943963036 [0.113 0.113 0.774]
[ep30] 0.5210 0.4627 0.000441511227757523 [0.113 0.113 0.774]
[ep31] 0.5332 0.4853 0.0004357863347969358 [0.114 0.113 0.773]
[ep32] 0.2447 0.1839 0.0004298350904147626 [0.114 0.113 0.773]
[ep33] 0.3888 0.3728 0.0004236647452855641 [0.114 0.113 0.773]
[ep34] 0.5586 0.4618 0.0004172828170244114 [0.114 0.114 0.772]
[ep35] 0.5786 0.4504 0.00041069708102782997 [0.114 0.114 0.772]
[ep36] 0.5488 0.4524 0.0004039155610006769 [0.114 0.114 0.772]
[ep37] 0.5296 0.4223 0.0003969465191804921 [0.114 0.114 0.772]
[ep38] 0.5593 0.4371 0.00038979844627123493 [0.114 0.114 0.771]
[ep39] 0.4733 0.3632 0.0003824800510986691 [0.115 0.114 0.771]
[ep40] 0.6084 0.4639 0.00037500025 [0.115 0.114 0.771]
[ep41] 0.5334 0.3988 0.00036736815596069127 [0.115 0.114 0.771]
[ep42] 0.5930 0.4419 0.00035959306751169595 [0.115 0.114 0.771]
[ep43] 0.5731 0.4818 0.00035168445740062855 [0.115 0.114 0.771]
[ep44] 0.6054 0.4909 0.00034365196105068136 [0.115 0.114 0.770]
[ep45] 0.6376 0.4429 0.0003355053648213456 [0.115 0.115 0.770]
[ep46] 0.6211 0.4376 0.0003272545940852397 [0.115 0.115 0.770]
[ep47] 0.6124 0.4042 0.0003189097011355719 [0.115 0.115 0.770]
[ep48] 0.5925 0.4311 0.0003104808529389691 [0.115 0.115 0.770]
[ep49] -0.1220 -0.6243 0.00030197831874859436 [0.115 0.115 0.770]
[ep50] 0.6054 0.4185 0.0002934124575926438 [0.115 0.115 0.770]
[ep51] 0.6350 0.4737 0.00028479370565346587 [0.116 0.115 0.769]
[ep52] 0.6483 0.4672 0.00027613256355268174 [0.116 0.115 0.769]
[ep53] 0.6377 0.4743 0.0002674395835577944 [0.116 0.115 0.769]
[ep54] 0.6658 0.4797 0.00025872535672587693 [0.116 0.115 0.769]
[ep55] 0.5884 0.4148 0.0002500005 [0.116 0.115 0.769]
[ep56] 0.6449 0.4833 0.00024127564327412317 [0.116 0.115 0.769]
[ep57] 0.5557 0.3743 0.0002325614164422056 [0.116 0.115 0.769]
[ep58] 0.4896 0.2270 0.00022386843644731834 [0.116 0.115 0.769]
[ep59] 0.5124 0.3127 0.00021520729434653418 [0.116 0.115 0.769]
[ep60] 0.5667 0.3965 0.0002065885424073563 [0.116 0.115 0.769]
[ep61] 0.5969 0.4230 0.00019802268125140564 [0.116 0.115 0.769]
[ep62] 0.6494 0.4659 0.0001895201470610309 [0.116 0.115 0.768]
[ep63] 0.6106 0.4107 0.00018109129886442816 [0.116 0.115 0.768]
[ep64] 0.6847 0.5562 0.00017274640591476037 [0.116 0.116 0.768]
[ep65] 0.6377 0.5483 0.0001644956351786545 [0.116 0.116 0.768]
[ep66] 0.6326 0.5197 0.0001563490389493187 [0.116 0.116 0.768]
[ep67] 0.6824 0.5951 0.00014831654259937156 [0.116 0.116 0.768]
[ep68] 0.6159 0.5187 0.00014040793248830402 [0.116 0.116 0.768]
[ep69] 0.6131 0.4733 0.00013263284403930878 [0.116 0.116 0.768]
[ep70] 0.6549 0.5667 0.00012500075000000004 [0.116 0.116 0.768]
[ep71] 0.6699 0.5545 0.00011752094890133092 [0.116 0.116 0.768]
[ep72] 0.6323 0.5330 0.00011020255372876507 [0.116 0.116 0.768]
[ep73] 0.6302 0.5301 0.0001030544808195079 [0.117 0.116 0.768]
[ep74] 0.7073 0.5699 9.60854389993231e-05 [0.117 0.116 0.768]
[ep75] 0.5856 0.4792 8.930391897217e-05 [0.117 0.116 0.768]
[ep76] 0.6909 0.5563 8.27181829755887e-05 [0.117 0.116 0.768]
[ep77] 0.6225 0.5258 7.63362547144359e-05 [0.117 0.116 0.768]
[ep78] 0.6869 0.5765 7.016590958523743e-05 [0.117 0.116 0.768]
[ep79] 0.6942 0.5673 6.421466520306416e-05 [0.117 0.116 0.768]
[ep80] 0.6815 0.5653 5.848977224247709e-05 [0.117 0.116 0.768]
[ep81] 0.6912 0.5426 5.299820560369633e-05 [0.117 0.116 0.768]
[ep82] 0.6699 0.5490 4.774665591476036e-05 [0.117 0.116 0.768]
[ep83] 0.6927 0.5815 4.274152138002588e-05 [0.117 0.116 0.768]
[ep84] 0.6717 0.5653 3.7988899984941595e-05 [0.117 0.116 0.768]
[ep85] 0.6911 0.5784 3.349458206659222e-05 [0.117 0.116 0.768]
[ep86] 0.6960 0.5792 2.9264043259064685e-05 [0.117 0.116 0.768]
[ep87] 0.6966 0.5756 2.5302437822231448e-05 [0.117 0.116 0.768]
[ep88] 0.6480 0.5380 2.1614592362078578e-05 [0.117 0.116 0.768]
[ep89] 0.6475 0.5312 1.8204999950230458e-05 [0.117 0.116 0.768]
[ep90] 0.6447 0.4911 1.5077814649833314e-05 [0.117 0.116 0.767]
[ep91] 0.6718 0.5431 1.2236846454469765e-05 [0.117 0.116 0.767]
[ep92] 0.6899 0.5951 9.685556646268245e-06 [0.117 0.116 0.767]
[ep93] 0.6930 0.5893 7.4270535788640206e-06 [0.117 0.116 0.767]
[ep94] 0.6982 0.5974 5.4640888903489454e-06 [0.117 0.116 0.767]
Prompt weight of last checkpoint: tensor([0.1167, 0.1159, 0.7674])
Prompt weight of best checkpoint: tensor([0.1166, 0.1157, 0.7677])
[Best AUC]: 0.7073 0.5974 0.5699
Loading checkpoint from /home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt
Initial prompt weight: tensor([0., 0., 1.])
Initial prompt prob:   tensor([0.1065, 0.1065, 0.7870])
Seed: 2034
