{'batch_size': 32, 'epochs': 100, 'device': 'cuda', 'seed': 42, 'num_run': 5, 'verbose': True, 'save_dir': './reg_results_1', 'model': {'backbone': 'gps', 'num_layer': 5, 'emb_dim': 300, 'heads': 6, 'layernorm': True, 'dropout_ratio': 0.3, 'attn_dropout_ratio': 0.3, 'temperature': 0.5, 'use_prompt': True, 'use_additional_feat': False, 'normalize': False, 'checkpoint': '/home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt'}, 'optim': {'prompt_lr': 0.0005, 'pretrain_lr': 0.0005, 'finetune_lr': 0.0005, 'decay': '1e-6', 'gradient_clip': 0, 'scheduler': 'cos_anneal_wu'}, 'prompt_optim': {'skip_bo': True, 'inits': None}, 'dataset': {'data_dir': './data/finetune/ADMET/data_with_group_Perimeter', 'data_name': 'Caco2', 'num_workers': 24, 'feat_type': 'super_rich', 'task': 'regression', 'split': 'Perimeter_2064'}}
Loading dataset Caco2 of size 842 with num_task=1
Loading checkpoint from /home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt
tensor([[0.2975, 0.6622, 0.0403]]) rogi=-0.25562235713005066
tensor([[0.1721, 0.2567, 0.5713]]) rogi=-0.25417518615722656
tensor([[0.2975, 0.0403, 0.6622]]) rogi=-0.25379663705825806
tensor([[0.4083, 0.4083, 0.1834]]) rogi=-0.2522161900997162
tensor([[0.0854, 0.6310, 0.2835]]) rogi=-0.2517513930797577
tensor([[0.5713, 0.1721, 0.2567]]) rogi=-0.2500568628311157
tensor([[0.2244, 0.0304, 0.7452]]) rogi=-0.24796822667121887
tensor([[0.1528, 0.5072, 0.3400]]) rogi=-0.24626444280147552
tensor([[0.3400, 0.5072, 0.1528]]) rogi=-0.24303606152534485
tensor([[0.0942, 0.2097, 0.6961]]) rogi=-0.23397508263587952
Best init point: 0.23397508263587952
Best init prompt probs: tensor([[0.0942, 0.2097, 0.6961]], dtype=torch.float64)
Best prompt weights: tensor([0.0000, 0.4000, 1.0000], dtype=torch.float64)
[ep5] -0.9148 -1.8379 0.00025 [0.093 0.207 0.699]
[ep6] -0.5758 -1.5704 0.0003 [0.093 0.208 0.699]
[ep7] -0.3891 -1.2806 0.00035 [0.093 0.208 0.698]
[ep8] -0.1915 -1.0752 0.0004 [0.094 0.209 0.698]
[ep9] -0.0017 -1.0759 0.00045000000000000004 [0.094 0.209 0.697]
[ep10] 0.1440 -0.9220 0.0005 [0.094 0.210 0.696]
[ep11] 0.1565 -0.5456 0.0004998477070593605 [0.094 0.210 0.696]
[ep12] 0.2652 -0.1284 0.0004993910137829309 [0.094 0.211 0.695]
[ep13] -0.0451 -0.1298 0.0004986304765811206 [0.094 0.211 0.694]
[ep14] 0.1361 -0.0008 0.0004975670220513582 [0.095 0.212 0.694]
[ep15] 0.1878 0.0959 0.0004962019458491755 [0.095 0.212 0.693]
[ep16] 0.4195 0.1711 0.000494536911109651 [0.095 0.212 0.693]
[ep17] 0.4744 0.2474 0.000492573946421136 [0.095 0.212 0.692]
[ep18] 0.4499 0.3029 0.0004903154433537317 [0.095 0.213 0.692]
[ep19] 0.3385 0.2643 0.00048776415354553025 [0.095 0.213 0.692]
[ep20] 0.4178 0.2497 0.0004849231853501667 [0.095 0.213 0.691]
[ep21] 0.5813 0.4293 0.0004817960000497696 [0.096 0.214 0.691]
[ep22] 0.0476 -0.1124 0.0004783864076379213 [0.096 0.214 0.691]
[ep23] 0.4545 0.3813 0.00047469856217776865 [0.096 0.214 0.690]
[ep24] 0.5351 0.4830 0.0004707369567409353 [0.096 0.214 0.690]
[ep25] 0.4988 0.4319 0.0004665064179334078 [0.096 0.214 0.690]
[ep26] 0.6399 0.4956 0.0004620121000150584 [0.096 0.215 0.689]
[ep27] 0.6528 0.5884 0.0004572594786199741 [0.096 0.215 0.689]
[ep28] 0.2970 0.4052 0.0004522543440852397 [0.096 0.215 0.689]
[ep29] 0.6368 0.6585 0.0004470027943963036 [0.096 0.215 0.689]
[ep30] 0.6620 0.6509 0.000441511227757523 [0.096 0.215 0.689]
[ep31] 0.3072 0.3298 0.0004357863347969358 [0.096 0.215 0.689]
[ep32] 0.6030 0.6679 0.0004298350904147626 [0.097 0.215 0.688]
[ep33] 0.7119 0.6312 0.0004236647452855641 [0.097 0.215 0.688]
[ep34] 0.5532 0.5073 0.0004172828170244114 [0.097 0.215 0.688]
[ep35] 0.6783 0.6416 0.00041069708102782997 [0.097 0.216 0.688]
[ep36] 0.6290 0.6380 0.0004039155610006769 [0.097 0.216 0.688]
[ep37] 0.4911 0.4564 0.0003969465191804921 [0.097 0.216 0.688]
[ep38] 0.5783 0.6133 0.00038979844627123493 [0.097 0.216 0.687]
[ep39] 0.7015 0.7352 0.0003824800510986691 [0.097 0.216 0.687]
[ep40] 0.6567 0.6785 0.00037500025 [0.097 0.216 0.687]
[ep41] 0.7181 0.7400 0.00036736815596069127 [0.097 0.216 0.687]
[ep42] 0.7196 0.7539 0.00035959306751169595 [0.097 0.216 0.687]
[ep43] 0.5771 0.6403 0.00035168445740062855 [0.097 0.216 0.687]
[ep44] 0.6858 0.7211 0.00034365196105068136 [0.097 0.216 0.686]
[ep45] 0.6528 0.6720 0.0003355053648213456 [0.097 0.216 0.686]
[ep46] 0.6402 0.6745 0.0003272545940852397 [0.097 0.216 0.686]
[ep47] 0.6633 0.6508 0.0003189097011355719 [0.097 0.216 0.686]
[ep48] 0.6187 0.6050 0.0003104808529389691 [0.097 0.217 0.686]
[ep49] 0.6978 0.7315 0.00030197831874859436 [0.097 0.217 0.686]
[ep50] 0.5798 0.5934 0.0002934124575926438 [0.097 0.217 0.686]
[ep51] 0.7090 0.7316 0.00028479370565346587 [0.098 0.217 0.686]
[ep52] 0.6606 0.7121 0.00027613256355268174 [0.098 0.217 0.686]
[ep53] 0.5691 0.6349 0.0002674395835577944 [0.098 0.217 0.685]
[ep54] 0.6914 0.7161 0.00025872535672587693 [0.098 0.217 0.685]
[ep55] 0.7239 0.7375 0.0002500005 [0.098 0.217 0.685]
[ep56] 0.5619 0.5107 0.00024127564327412317 [0.098 0.217 0.685]
[ep57] 0.7114 0.7295 0.0002325614164422056 [0.098 0.217 0.685]
[ep58] 0.7191 0.7158 0.00022386843644731834 [0.098 0.217 0.685]
[ep59] 0.5554 0.6244 0.00021520729434653418 [0.098 0.217 0.685]
[ep60] 0.6709 0.7106 0.0002065885424073563 [0.098 0.217 0.685]
[ep61] 0.7119 0.7289 0.00019802268125140564 [0.098 0.217 0.685]
[ep62] 0.7049 0.7322 0.0001895201470610309 [0.098 0.217 0.685]
[ep63] 0.6871 0.7506 0.00018109129886442816 [0.098 0.217 0.685]
[ep64] 0.7298 0.7423 0.00017274640591476037 [0.098 0.217 0.685]
[ep65] 0.7001 0.7184 0.0001644956351786545 [0.098 0.217 0.685]
[ep66] 0.6853 0.7146 0.0001563490389493187 [0.098 0.217 0.685]
[ep67] 0.6597 0.7480 0.00014831654259937156 [0.098 0.218 0.685]
[ep68] 0.6802 0.7127 0.00014040793248830402 [0.098 0.217 0.685]
[ep69] 0.6459 0.6929 0.00013263284403930878 [0.098 0.217 0.685]
[ep70] 0.6924 0.7191 0.00012500075000000004 [0.098 0.218 0.685]
[ep71] 0.6764 0.7375 0.00011752094890133092 [0.098 0.218 0.685]
[ep72] 0.6577 0.6694 0.00011020255372876507 [0.098 0.218 0.685]
[ep73] 0.6348 0.6615 0.0001030544808195079 [0.098 0.217 0.685]
[ep74] 0.6305 0.6413 9.60854389993231e-05 [0.098 0.218 0.685]
[ep75] 0.6949 0.7374 8.930391897217e-05 [0.098 0.218 0.685]
[ep76] 0.6648 0.7248 8.27181829755887e-05 [0.098 0.218 0.685]
[ep77] 0.6919 0.7072 7.63362547144359e-05 [0.098 0.218 0.685]
[ep78] 0.6826 0.7146 7.016590958523743e-05 [0.098 0.218 0.685]
[ep79] 0.7148 0.7602 6.421466520306416e-05 [0.098 0.218 0.684]
[ep80] 0.6995 0.7267 5.848977224247709e-05 [0.098 0.218 0.685]
[ep81] 0.7056 0.7222 5.299820560369633e-05 [0.098 0.218 0.685]
[ep82] 0.7018 0.7437 4.774665591476036e-05 [0.098 0.218 0.684]
[ep83] 0.6717 0.7002 4.274152138002588e-05 [0.098 0.218 0.685]
[ep84] 0.7003 0.7420 3.7988899984941595e-05 [0.098 0.218 0.685]
Prompt weight of last checkpoint: tensor([0.0979, 0.2176, 0.6845])
Prompt weight of best checkpoint: tensor([0.0978, 0.2175, 0.6847])
[Best AUC]: 0.7298 0.7420 0.7423
Loading checkpoint from /home/yuw253/project/MolMCL/checkpoint/zinc-gps_best.pt
Initial prompt weight: tensor([0.0000, 0.4000, 1.0000])
Initial prompt prob:   tensor([0.0942, 0.2097, 0.6961])
Seed: 2034
