smiles,Tox21_NR_ER,group
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,0.0,training
CCC1CO1,1.0,training
c1coc(Cn2cccc2)c1,0.0,training
Cl[Nd](Cl)Cl,0.0,training
c1ccc(Nc2cccc3ccccc23)cc1,1.0,training
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1.0,training
CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(Cc5ccc(c(Cl)c5)O3)NC(=O)C(N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3C(C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.0,training
Clc1cccc2ccccc12,1.0,training
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1.0,training
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,1.0,training
CCc1ccc(O)c(C(C)(C)C)c1,1.0,training
C=C(C)C(=O)OCC1CCCO1,0.0,training
O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21,0.0,training
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,0.0,training
CCCCN(CCCCO)N=O,0.0,training
CCCCCCCCBr,0.0,training
CN(C)CCC(c1ccccc1)c1ccccn1,1.0,training
CC1CN(c2ccccc2)NC1=O,1.0,training
CC(C)OCCO,0.0,training
O=C(O)C(=O)C(O)C(O)C(O)CO,0.0,training
CCN(CC)N=O,1.0,training
CCCCCC/C=C/CCCCCCCC(=O)O,1.0,training
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,training
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,1.0,training
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.0,training
NC(=S)Nc1ccccc1,0.0,training
CCN(Cc1ccccc1)c1ccccc1,0.0,training
CCCCOP(=O)(O)OCCCC,1.0,training
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,0.0,training
Cc1ccccc1N,1.0,training
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1.0,training
Cc1ccc(Br)cc1,0.0,training
CCOCCOCCOC(C)=O,0.0,training
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1.0,training
COc1ccc(OC)c(Cl)c1,0.0,training
CCCCCOC(=O)c1ccc(O)cc1,1.0,training
CCCCCCCCCCCCn1cc[n+](C)c1,0.0,training
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,1.0,training
CC(=O)Nc1ccc(C(=O)CCl)cc1,1.0,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1.0,training
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,1.0,training
O=C(O)/C=C/C(=O)O,1.0,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,1.0,training
OCCCCCCO,0.0,training
O=C1c2ccccc2Cc2ccccc21,1.0,training
CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5O[C@]54[C@]2(C)C(=O)C[C@@H]13,1.0,training
OCCSCSCCO,0.0,training
C#CC1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,1.0,training
Nc1c2ccccc2nc2ccccc12,1.0,training
c1ccc(B(c2ccccc2)c2ccccc2)cc1,1.0,training
c1cc2c3c(c1)ccc1cccc(c13)C2,0.0,training
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,1.0,training
CC[C@H](C)C(C(=O)O)n1sc2ccccc2c1=O,0.0,training
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,0.0,training
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.0,training
Nc1ccc(Nc2ccccc2)cc1,0.0,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,1.0,training
CC(=O)OCc1ccco1,0.0,training
C1CCC(SSC2CCCCC2)CC1,0.0,training
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,1.0,training
CC1=CCCC(C)(C)C12CCC(C)O2,0.0,training
COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,0.0,training
O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,1.0,training
OC1OCCOC1O,0.0,training
O=C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1O,1.0,training
Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,1.0,training
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,1.0,training
CCCc1cc(C(N)=S)ccn1,0.0,training
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,1.0,training
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,1.0,training
CC(C)=CCCC(C)=CC(=O)O,0.0,training
COCCOCCOCCOCCO,0.0,training
CCC(C)COC(C)=O,0.0,training
CC1OC(C)OC(C)O1,0.0,training
C=CCSSCCC,0.0,training
COC(=O)c1ccccc1C,0.0,training
CC(=O)OC(C)OC(C)=O,0.0,training
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,0.0,training
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,0.0,training
Cc1ccc2ccccc2c1[N+](=O)[O-],0.0,training
C=C1CCC2CC1C2(C)C,0.0,training
C=CCc1ccccc1O,0.0,training
CCCC(=O)CC,1.0,training
CCCCCCCCCCCCCC=O,1.0,training
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,1.0,training
COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,1.0,training
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2C3C(=O)O,0.0,training
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,0.0,training
