smiles,CHEMBL287_Ki,group
O=C(Nc1ncnc2c1cnn2CCN1CCCCCC1)NC1CCCCC1,-2.075546961392531,training
CC1C2Cc3ccc(N)cc3C1(C)CCN2Cc1ccccc1,-0.167317334748176,training
CN(C)CCC1OCCc2c1cnn2-c1ccccc1,-1.380211241711606,training
COc1c(C(=O)NC2CCN(C3CCCCC3)CC2)cc(Br)c2ccccc12,-0.041392685158225,training
CN(CCc1cc(Cl)c(Cl)cc1I)CCN1CCCC1,0.0530567293021745,training
Cc1cc(OCCN2C[C@H](C)O[C@H](C)C2)nn1-c1ccc2ccccc2c1,-1.5289167002776547,training
O=C(Cc1ccccc1[N+](=O)[O-])N1CCN(CCCc2ccccc2)CC1,-0.8976270912904414,training
C(=C/c1ccccc1)\COCC1CCN(CCc2ccccc2)CC1,-0.6989700043360189,training
CSc1ccc(NC(=O)NC2CCN(Cc3ccccc3)CC2)cc1,-1.8055008581584,training
Fc1ccc(N(CCCN2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,-1.1172712956557642,training
c1cncc(-c2ncnc3c2cnn3CCN2CCCCC2)c1,-2.9666109866819346,training
COc1c(C(=O)NC2CCN(C3CCCC3)CC2)cc(Br)c2ccccc12,-0.0791812460476248,training
O=C(NCCN1CCN(Cc2c(F)cccc2Cl)CC1)[C@H]1C[C@@H]1c1ccccc1,-1.4000196350651586,training
C[C@H](Cc1ccccc1)NCc1ccccc1,-2.0681858617461617,training
COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,-2.60000308662774,training
CCCn1nc(C(=O)N(C)C)c2c1CCC(NCCc1ccc(C(F)(F)F)cc1)C2,-3.40000061697638,training
NC1(c2cc3ccccc3s2)CCCC1,-3.2380461031287955,training
c1ccc(CCCCNCCc2ccccc2)cc1,-0.414973347970818,training
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,-2.4800069429571505,training
COc1cccc(CC(=O)N(C)CCN2CCCC2)c1,-3.4913616938342726,training
Cc1cc(OCCCN2CCOCC2)nn1-c1ccc(Cl)c(Cl)c1,-1.276461804173244,training
COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OC4(CCCC4)O5)CC3)OC2=O)cc1,-1.792391689498254,training
CCCN(CCN1CCOCC1)c1cn(-c2ccc(Cl)c(Cl)c2)nn1,-2.6541765418779604,training
O=C(Cc1ccccc1)NC1CCN(Cc2ccc3c(c2)OCO3)CC1,-0.5987905067631151,training
CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2cccc(C(F)(F)F)n2)C1=O,-0.9030899869919436,training
O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-1.375114684692225,training
C(/C=C/c1ccccc1)=C\OCC1CCN(Cc2ccccc2)CC1,-2.326335860928752,training
c1cnc(N2CCN(CCCc3nc4ccccc4s3)CC2)nc1,-2.542040748530137,training
CC(C)CCOc1ccc2c(c1)[C@H]1OCC[C@H]1[C@@H](C1CCCCC1)N2,-2.03342375548695,training
COc1cc(CCNc2nc(C#Cc3ccccc3)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,-3.552668216112193,training
c1ccc(CN2CCC3(CC2)OCCc2ccccc23)cc1,0.1611509092627447,training
COc1ccccc1N1CCN(CC2CN=C3c4ccccc4N=C(SC)N32)CC1,-2.6541765418779604,training
CC(=O)N1CCN(CCOc2cc(C)n(-c3ccc4ccccc4c3)n2)CC1,-1.9211660506377388,training
CC(C)N(CCCCn1ncc2c(NC(=O)C34CC5CC(CC(C5)C3)C4)ncnc21)C(C)C,-1.99563519459755,training
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,-1.880813592280792,training
Clc1ccccc1-c1ncnc2c1cnn2CCN1CCCCC1,-1.880813592280792,training
CC[C@H]1c2cc(-c3ccccc3)ccc2OC[C@@]1(C)N,-1.1551841596940076,training
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-3.929418925714293,training
COc1ccccc1CCN(C)CCN1CCCC1,-1.1958996524092338,training
O=C(c1nn(-c2ccccc2)c2c1CC(NCCc1cccc(O)c1)CC2)N1CCCCC1,-2.300008202553813,training
Fc1cccc(CCNC23OC4C5C6CC(C7C6C4C72)C53)c1,-2.173186268412274,training
Cc1ccc(C)n1-c1ncnc2c1cnn2CCN1CCCCC1,-2.869231719730976,training
CCCc1ccc2c(c1)sc(=O)n2CCN1CCCCC1,0.2218487496163563,training
COc1cccc2c1O[C@H]1[C@@H](O)CC[C@H]3CN(CC4CC4)CC[C@@]231,-2.6127838567197355,training
CN(CCCNC(=O)c1ccc(Br)cc1)Cc1ccccc1,-0.3222192947339193,training
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCCCCCN1CCC(c2ccccc2)CC1,-0.2540644529143379,training
O=C(CSc1ncccn1)NC1CCN(Cc2ccccc2)CC1,-2.175627764367181,training
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,-0.7471786713601645,training
O=C(Cc1c(Cl)cccc1Cl)NC1CCN(Cc2ccccc2)CC1,-0.8621313793130372,training
CCCCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCCCC1)N2,-2.250420002308894,training
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,-1.1643528557844371,training
NC12CC3CC(CC(C3)C1)C2,-1.3064250275506877,training
CN(CCCCCc1ccccc1)CCCc1ccccc1,0.4202164033831898,training
CN(CCCNC(=O)c1cccc(Cl)c1)Cc1ccccc1,-1.0,training
Cc1cc(OCCN2CCN(C)CC2)nn1-c1ccc(Cl)c(Cl)c1,-1.0453229787866574,training
c1ccc(CCCCCNCCCc2ccccc2)cc1,0.5528419686577808,training
Clc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,-0.146128035678238,training
CC1C2Cc3ccc(N(C)C)cc3C1(C)CCN2Cc1ccccc1,-0.2430380486862944,training
C[C@@H]1CN(CCCn2c3ccccc3c3cc(N)ccc32)C[C@@H](C)N1,-3.757396028793024,training
C[C@H](Cc1ccccc1)NCCCc1ccc2ccccc2c1,-0.7558748556724915,training
OC(CN1C2CCC1CC(c1ccccc1)C2)c1c(Cl)cccc1Cl,-2.480581786829169,training
Cc1ncccc1-c1ncnc2c1cnn2CCN1CCCCC1,-2.864511081058392,training
O=C(Cc1ccccc1Cl)NC1CCN(Cc2ccccc2)CC1,-0.4885507165004442,training
C(=C/c1ccccc1)\COCC1CCN(CC2CC2)CC1,-0.6989700043360189,training
CCNC(=O)Nc1ncnc2c1cnn2CCN1CCCCC1,-2.569373909615046,training
COc1cccc2c1CCCC2CCN1CCN(C2CCCCC2)CC1,-0.1958996524092337,training
O=C(Cc1ccc(F)c(F)c1)NC1CCN(Cc2ccccc2)CC1,-0.5010592622177514,training
COc1cccc2c1CCCC2CCCNCCNc1ccccc1,-2.423245873936808,training
O[C@@H]1CCCC[C@H]1N1CCC(c2ccccc2)CC1,-1.414973347970818,training
CC1C2Cc3ccc(O)c(Cl)c3C1(C)CCN2Cc1ccccc1,-0.2355284469075489,training
CN(CCCN1CCCC1)CCN(C)Cc1ccc(Cl)c(Cl)c1,-1.4756711883244296,training
Cc1ccccc1-c1ncnc2c1cnn2CCN1CCCCC1,-1.869231719730976,training
c1ccc(CCCNCCCc2ccccc2)cc1,-1.0569048513364727,training
CS(=O)(=O)n1cc(CCCCN2CCC3(CC2)OCc2ccccc23)c2ccccc21,-0.1139433523068367,training
Cc1cc(OCCN2CCCC2)nn1-c1ccc2ccccc2c1,-0.99563519459755,training
Cc1cc(OCCCCN2CCC(c3ccccc3)CC2)nn1-c1ccc(Cl)c(Cl)c1,-1.414973347970818,training
Clc1ccc(CCN2CCNCC2)cc1Cl,-2.075546961392531,training
Clc1ccc(-c2ncnc3c2cnn3CCN2CCCCC2)s1,-1.5440680443502757,training
CCCNC(=O)Nc1ncnc2c1cnn2CCN1CCCCC1,-1.9294189257142929,training
C=CCN(CC=C)CCc1c[nH]c2ccccc12,-2.0,training
O=c1sc2cc(Br)ccc2n1CCCN1Cc2ccccc2C1,-0.7558748556724915,training
CCCNC(=O)Nc1ncnc2c1cnn2CCN1CCCCCC1,-1.380211241711606,training
O[C@@H]1[C@@H](CCl)O[C@@H](n2cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)ncnc32)[C@@H]1O,-2.6848453616444123,training
CN(CCNC(=O)c1ccc(C#N)cc1)Cc1ccccc1,-0.0791812460476248,training
c1ccc2c(c1)CCCC2CCCCCN1CCN(C2CCCCC2)CC1,-0.1613680022349748,training
CC(C)(C)C(=O)Nc1ncnc2c1cnn2CCN1CCCCC1,-1.7075701760979365,training
CCCN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,-0.1303337684950061,training
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCN1CCCCC1,-0.9822712330395684,training
CC(Cc1cccc2ccccc12)NCCCc1ccccc1,-1.1287222843384268,training
CN1CCC2(c3cccc(O)c3)CC(=O)/C(=C/c3cccc(I)c3)C1C2,-0.2095150145426309,training
CN[C@@H](C)Cc1ccccc1,-3.920123326290724,training
O=C(Nc1ncnc2c1cnn2CCN1CCCC1)C1CCC1,-2.854913022307856,training
COc1ccc(S(=O)(=O)N(C)CCN2CCCCCC2)cc1I,-0.4927603890268375,training
CC1(C)C2CC[C@]1(C)CN(CCC1CCCCCC1)C2,-0.4578818967339924,training
COc1ccc2c(c1)C(CCCN1CCNCC1)CCC2,-2.431363764158988,training
CC1C2Cc3cc(Cl)c(O)c(Cl)c3C1(C)CCN2Cc1ccccc1,-1.8543060418010808,training
O=C1COC2(CCN(CCc3ccccc3)C2)CN1c1ccccc1,-1.7242758696007892,training
C(#Cc1ccccc1)COCCC1CCN(CC2CC2)CC1,-0.0,training
c1ccc2cc(-n3ccc(OCCN4CCOCC4)n3)ccc2c1,-1.5224442335063195,training
CN1CCN(CCCCc2ccccc2)CC1,-1.3010299956639813,training
O=C(Cc1cccc(Cl)c1)NC1CCN(Cc2ccccc2)CC1,-0.146128035678238,training
CN(CCCNC(=O)c1cccc(Cl)c1Cl)Cc1ccccc1,-1.0,training
CCn1c(=O)n(C(=O)NC2C[C@@H]3CC[C@@H](C2)N3C)c2ccccc21,-3.7993405494535817,training
OC(CN1C2CCC1CC(c1ccccc1)C2)c1ccccc1Br,-1.9808665545820792,training
O=C(Nc1ncnc2c1cnn2CCN1CCCCCC1)c1ccc(F)cc1,-2.1931245983544616,training
O=[N+]([O-])c1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1,-0.414973347970818,training
CC[C@H]1c2cc(C)ccc2OC[C@@]1(C)N,-3.0,training
CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,-0.1003705451175629,training
CN(CCCN1CCc2oc3ccccc3c2C1)CCc1ccccc1,-0.3979400086720376,training
Cc1nn(-c2ccccc2Cl)c(Cl)c1CNCc1cc(F)cc(F)c1,-2.214843848047698,training
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCNC1CCCCC1,-1.6190933306267428,training
CC1OC2(CCN(CCc3ccccc3)CC2)CN(c2ccncc2)C1=O,-1.944482672150169,training
c1ccc2c(CCCN3CCN(C4CCCCC4)CC3)cccc2c1,-0.3344537511509309,training
Fc1ccc(CCCCN2CCN(c3ccc(Cl)cc3)CC2)cc1,-1.5563025007672873,training
O=C1OC2(CCN(CCc3ccccc3)CC2)CN1c1ccccc1,-1.740362689494244,training
Cc1cc(OCCN2CCOCC2)nn1-c1cccc(Cl)c1,-2.255272505103306,training
CN(CCc1cccc([N+](=O)[O-])c1)CCN1CCCC1,-0.8061799739838872,training
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCCN1CCC(c2ccccc2)CC1,-1.3710678622717365,training
