smiles,Tox21_NR_ER,group
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,1.0,training
NNc1nncc2ccccc12,1.0,training
C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C,1.0,training
C=CC(=O)OC(C)(C)C,0.0,training
Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,1.0,training
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0,training
CCCOC(=O)c1cc(O)c(O)c(O)c1,1.0,training
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,1.0,training
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,0.0,training
Cn1sc(Cl)cc1=O,0.0,training
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,1.0,training
c1csc(-c2ccc(-c3cccs3)s2)c1,1.0,training
CN(C)c1ccc(SC#N)cc1,1.0,training
O=[N+]([O-])C=Cc1ccccc1,0.0,training
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,training
C=CC(=O)OCCC(=O)O,0.0,training
NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1.0,training
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0.0,training
COc1ccc2nc(N)sc2c1,1.0,training
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,1.0,training
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,1.0,training
Cc1cc(C)c(S(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,0.0,training
CCOC(=O)n1ccn(C)c1=S,0.0,training
ON=CC=NO,0.0,training
O=C(O)/C=C/C(=O)O,1.0,training
ONc1ccccc1,1.0,training
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0.0,training
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.0,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,0.0,training
CCCN(C1CCN(C(=O)C2CCNCC2)CC1)[C@@H]1CCc2ccc(OC)cc2C1,1.0,training
CCOCCOCCOCC,1.0,training
CC(C)CCOC(=O)c1ccc(N(C)C)cc1,1.0,training
O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,0.0,training
CC(O)COCC(C)O,0.0,training
O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,0.0,training
COc1ccc(N)c([N+](=O)[O-])c1,0.0,training
CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.0,training
C=CC(=O)OCCN(C)C,0.0,training
CC(C)(C)OC(=O)c1cccc(N)c1,1.0,training
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,training
CCCCCCCCCCCC(=O)N(CCO)CCO,0.0,training
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,1.0,training
Nc1ccc(-c2ccccc2)cc1,1.0,training
NCCN,0.0,training
CCCCCCCCCOC(=O)c1ccc(O)cc1,1.0,training
C=C(C)C(=O)OCC,0.0,training
O=Cc1ccccc1,0.0,training
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1.0,training
N=C(N)N[N+](=O)[O-],0.0,training
ClC(Br)Br,0.0,training
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],0.0,training
CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.0,training
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,1.0,training
CN(C)C(N)=NC(=N)N,0.0,training
Oc1ccc(Cc2ccccc2)cc1,1.0,training
CC(=O)O[C@H]1CC[C@H]2C3=C(C=C[C@]12C)C1=C(CC3)CC(=O)CC1,1.0,training
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0.0,training
c1ccc2[nH]c(-c3cscn3)nc2c1,1.0,training
CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,training
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,0.0,training
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1.0,training
Oc1oc(O)c2c1C1C=CC2C1,0.0,training
O=c1ccc2ccccc2o1,1.0,training
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,1.0,training
C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0,training
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1.0,training
[Ba+2],0.0,training
CC[S+](C)CC,1.0,training
C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0,training
Oc1ccc(C(=C(Cl)Cl)c2ccc(O)cc2)cc1,1.0,training
O=CC=O,1.0,training
COc1ccc(N)cc1,1.0,training
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.0,training
C=CCN(CC=C)C(=O)C(Cl)Cl,0.0,training
O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1.0,training
Cc1nc(C)c(C)nc1C,0.0,training
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0.0,training
CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0.0,training
ClC(Cl)C(Cl)Cl,0.0,training
Oc1ccc(-c2ccccc2)c(Cl)c1,1.0,training
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0.0,training
CCCCC(CC)COC(=O)c1ccc(O)cc1,1.0,training
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,0.0,training
Oc1ccc2c(c1)-c1ccccc1C2,1.0,training
S=c1[nH]c2ccccc2[nH]1,0.0,training
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,1.0,training
Cc1cc(N=Nc2ccccc2C)ccc1N,1.0,training
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.0,training
c1ccc2c(c1)Cc1ccccc1-2,0.0,training
CC[Ge](Cl)(CC)CC,1.0,training
