smiles,Tox21_NR_ER,group
CCOC(=O)COc1ccc(C)cc1,0.0,training
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,0.0,training
[Zr+4],0.0,training
CC(=O)Nc1ccc(C(=O)CCl)cc1,1.0,training
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0.0,training
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1.0,training
Brc1ccc(Br)c(Br)c1,0.0,training
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.0,training
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0.0,training
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1.0,training
CN(C)C(=O)CNC(=O)Cc1ccccc1,0.0,training
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,training
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,1.0,training
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,training
CC(C)(C)OC(=O)c1ccc(O)cc1,1.0,training
O=S(=O)(O)OOS(=O)(=O)O,1.0,training
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,1.0,training
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,1.0,training
CC(C)CC1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)C3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0,training
CCOC(=O)C(F)(F)F,0.0,training
c1ccc(Nc2cccc3ccccc23)cc1,1.0,training
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.0,training
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,0.0,training
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0.0,training
O=C(O)c1cccc(O)c1,0.0,training
CCN(C=O)CC,0.0,training
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1.0,training
Clc1ccccc1-c1ccccc1Cl,1.0,training
C=CC(=O)OCCOCCOC(=O)C=C,1.0,training
CCCCCCc1ccc(N)cc1,1.0,training
CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,0.0,training
O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,1.0,training
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.0,training
c1csc(-c2ccc(-c3cccs3)s2)c1,1.0,training
FC(F)(F)c1ccc(Cl)cc1Cl,0.0,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,0.0,training
CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OC(=O)c3ccccc3C(=O)O)[C@H](O)O[C@@H]2COC(C)=O)[C@H](O)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@H]1O,0.0,training
CCCCC(=O)N(C)C,0.0,training
CC(=O)OCC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@]12C,0.0,training
CC(=O)NCCO,1.0,training
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.0,training
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1.0,training
CN(C)CCN(C)CCN(C)C,0.0,training
Cl[Yb](Cl)Cl,0.0,training
O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,1.0,training
Oc1ccc(Nc2ccccc2)cc1,1.0,training
CC(=O)C1=C(C)C2C[C@@]3(C1)[C@H](C)CC[C@H]3C2(C)C,0.0,training
CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,1.0,training
Cc1ccc(O)cc1,1.0,training
Nc1ncnc(Nc2ccc(Cl)cc2)n1,1.0,training
COC(C)(C)CC(C)=O,0.0,training
COc1cc(C=CC(=O)O[C@H]2CC[C@]34C[C@]35CC[C@]3(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@H]4C2(C)C)ccc1O,0.0,training
COC(=O)CC(C)=O,0.0,training
CC[C@H](C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,1.0,training
CC1=CC(C)(C)Nc2ccccc21,0.0,training
C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,0.0,training
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.0,training
CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1.0,training
CCOP(=O)(CC)OCC,0.0,training
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,1.0,training
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1.0,training
CN(C)c1ccc(SC#N)cc1,1.0,training
CCCCCCCC/C=C/CCCOC(C)=O,0.0,training
CC(C)OC(=O)Cc1ccccc1,0.0,training
COC(=O)c1c(C)cc(O)c(C)c1O,1.0,training
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,0.0,training
CCOc1ccc(N=Nc2ccc(N)cc2N)cc1,1.0,training
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,1.0,training
CCCCOP(=O)(OCCCC)OCCCC,1.0,training
CC(C)C[C@H](CN)CC(=O)O,1.0,training
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,1.0,training
CCC(C)OC(=O)c1ccc(O)cc1,1.0,training
C=C(C)C(=O)OCCOCC,0.0,training
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.0,training
SCc1ccccc1,1.0,training
[O-][Cl+3]([O-])([O-])O,1.0,training
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,0.0,training
O=C(O)/C=C/C(=O)O,1.0,training
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,1.0,training
COC(=O)CCSCCC(=O)OC,1.0,training
CCNc1cc(O)ccc1C,0.0,training
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0.0,training
O=c1n(CCO)c(=O)n(CCO)c(=O)n1CCO,0.0,training
O=C=Nc1cccc(C(F)(F)F)c1,0.0,training
C=C(C)C(=O)O,0.0,training
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,0.0,training
Nc1ccc(Cl)cc1,0.0,training
CCC(O)OCCCOC,0.0,training
COC(C)OC,0.0,training
CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,1.0,training
CCCCCCCC/C=C\CCCCCCCC(=O)OCCOC(=O)CCCCCCC/C=C\CCCCCCCC,1.0,training
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,1.0,training
CCCCCCCC(=O)OCCCCCC,0.0,training
CCOC(=O)C1OC1(C)c1ccccc1,0.0,training
O=S(=O)(O)c1cc(O)c(O)c(S(=O)(=O)O)c1,0.0,training
CC(C)NC(C)Cc1ccc(I)cc1,1.0,training
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,0.0,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,1.0,training
CCCOC(=O)NCCCN(C)C,0.0,training
Nc1nc(-c2ccccc2)cs1,1.0,training
CC(C)=CCC/C(C)=C/C=C\C(C)=C\C=C\C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(/C)CCC=C(C)C,1.0,training
Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1.0,training
CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC,0.0,training
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,0.0,training
CC(Cl)(Cl)C(=O)O,0.0,training
CC1(C)OC(=O)NC1=O,1.0,training
O=CCCc1ccccc1,1.0,training
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1.0,training
[TlH3],0.0,training
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0.0,training
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0.0,training
c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,1.0,training
CC(C)COC(=O)c1ccc(O)cc1,1.0,training
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,1.0,training
O=c1[nH]cnc2ccccc12,0.0,training
CCCC=O,0.0,training
CCn1c2ccccc2c2cc([N+](=O)[O-])ccc21,0.0,training
CCCCC=CC=CCC=O,0.0,training
CCCCCCCCCCCCCCCCC(=O)O,0.0,training
N[C@@H]1CCCC[C@H]1N,0.0,training
CCCCOC(=O)c1ccc(O)cc1,1.0,training
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1.0,training
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.0,training
NC(=S)NNC(N)=S,0.0,training
N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,0.0,training
O=C(O)c1cc2cc(Cc3cccnc3)ccc2o1,1.0,training
COc1ccc(OC)c(CC(C)N)c1,0.0,training
NCCc1ccc(O)cc1,1.0,training
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.0,training
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,0.0,training
CN(C)C(C)(C)CO,1.0,training
Cc1ccc(C=O)s1,0.0,training
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,1.0,training
CC(=O)OC(C)(C)C1CC=C(C)CC1,1.0,training
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,1.0,training
c1ccc2c(c1)[nH]c1cnccc12,0.0,training
CC(=O)CC(=O)Nc1ccccc1,1.0,training
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],1.0,training
NC(=O)OC[C@@H]1C(=NC(=O)C(NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,1.0,training
BrCCCCCBr,0.0,training
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0.0,training
CC(C)=CCOC(=O)c1ccccc1,0.0,training
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,1.0,training
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1.0,training
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1.0,training
NNCCc1ccccc1,1.0,training
C1=CCC(c2ccccc2)CC1,0.0,training
CCC[N+]1(C)CCCCC1,0.0,training
CC(=O)Nc1cccc(O)c1,0.0,training
C=CC(=O)OCCCC,0.0,training
OCc1cccc(Oc2ccccc2)c1,1.0,training
O=c1cc(-c2ccccc2)oc2ccccc12,1.0,training
O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br,1.0,training
ClCCCCl,0.0,training
CCCCNC1CC(C)(C)NC(C)(C)C1,0.0,training
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C,1.0,training
CCCCCCOc1ccc(O)cc1,1.0,training
COc1ccc(Cl)cc1C,0.0,training
CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,0.0,training
CC(C)CC(C)O,0.0,training
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1.0,training
O=C(O)c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,0.0,training
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,1.0,training
CCCCC(CC)COC(C)=O,1.0,training
CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,1.0,training
C[C@@H](Cc1ccccc1)N(C)C,1.0,training
CN1C(C)(C)CC(O)CC1(C)C,0.0,training
CC(O)CN(CC(C)O)CC(C)O,1.0,training
Oc1ccc2c(c1)-c1ccccc1C2,1.0,training
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0.0,training
CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,0.0,training
CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](OCCO)[C@H]1OCCO,0.0,training
O=C1CCCCCCCCCCCC(=O)OCCO1,0.0,training
NC(=O)CCCCC1CCSS1,1.0,training
O=C(O)CCc1nc2ccccc2[nH]1,0.0,training
CC(C)(CO)[N+](=O)[O-],1.0,training
CC(C)C(=O)OCC(C)(C)C(OC(=O)C(C)C)C(C)C,1.0,training
CC/C=C\CCOC(=O)C(C)C,0.0,training
Cc1ccccc1OCC(O)CO,1.0,training
C=C(C)C(N)=O,0.0,training
NNC(=O)c1ccccc1,1.0,training
CCC(=O)c1c(O)cc(O)cc1O,0.0,training
CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,1.0,training
c1ccc(B(c2ccccc2)c2ccccc2)cc1,1.0,training
CC(C)(C)Cl,1.0,training
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,1.0,training
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0.0,training
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0.0,training
O=C(O)CCCCCCCCCC(=O)O,0.0,training
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,1.0,training
O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,1.0,training
COCCCOCCCOC,0.0,training
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,1.0,training
CCCCCCCCCOC(=O)c1ccc(O)cc1,1.0,training
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0.0,training
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1.0,training
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0.0,training
c1ccc(COCc2ccccc2)cc1,0.0,training
COC(C=C(C)CCC=C(C)C)OC,0.0,training
COC(=O)C(Br)CBr,0.0,training
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,1.0,training
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,0.0,training
COC(C[Hg+])CNC(=O)c1ccccc1OCC(=O)O,0.0,training
Cc1ccc(N)cc1C,1.0,training
