smiles,Tox21_NR_ER,group
CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,training
O=Nc1ccc(Nc2ccccc2)cc1,1.0,training
C=CCN=C=S,0.0,training
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,1.0,training
CCC(C)C(C)=O,1.0,training
CC(C)CC(C)N,0.0,training
O=C1NCCN1,0.0,training
COP(=S)(OC)Oc1ccc(SC)c(C)c1,1.0,training
CCCCCCCCCOS(=O)(=O)O,1.0,training
CCCCCSCCCCC,0.0,training
Nc1c2c(nc3ccccc13)CCCC2,1.0,training
CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,0.0,training
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1.0,training
CCCCc1cc2ccccc2c(OCCN(C)C)n1,0.0,training
CCCCOC(=O)CCC(=O)OCCCC,1.0,training
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1.0,training
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,1.0,training
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1.0,training
CC(C)c1ccc(C#N)cc1,0.0,training
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1)CC(=O)CC4,1.0,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1.0,training
CC(=O)N1C[C@H](O)CC1C(=O)O,1.0,training
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O,1.0,training
Cn1c(=O)c2[nH]cnc2n(C)c1=O,1.0,training
C[C@]12C[C@H]3S[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1.0,training
CCC(=O)OCCc1ccccc1,0.0,training
Nc1ccc(O)c(C(=O)O)c1,1.0,training
C=COCCCCO,0.0,training
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,training
CC[Ge](Cl)(CC)CC,1.0,training
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,training
O=C1NC2NC(=O)NC2N1,0.0,training
O=C(C=Cc1ccccc1)OCc1ccccc1,1.0,training
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1.0,training
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,0.0,training
Oc1ccc(-c2ccccc2)c(Cl)c1,1.0,training
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,1.0,training
CN1[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1.0,training
CCCCCC(O)/C=C/C=O,0.0,training
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0.0,training
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,1.0,training
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,1.0,training
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,1.0,training
NC(=O)NC(N)=O,0.0,training
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.0,training
Cc1ccc(S(=O)(=O)O)cc1C,0.0,training
O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,1.0,training
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,1.0,training
O=C(O)CCCl,0.0,training
CCCC(=O)C(C)=O,0.0,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,0.0,training
CN(C)P(=O)(N(C)C)N(C)C,0.0,training
CCCCCCCCc1ccc(O)cc1,1.0,training
CC(NNC(=O)c1ccccc1)c1ccccc1,1.0,training
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,1.0,training
CNc1ccc([N+](=O)[O-])cc1,1.0,training
CCCCCC/C=C/C(=O)OC,0.0,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.0,training
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1.0,training
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,0.0,training
CN(C)CCC(c1ccccc1)c1ccccn1,1.0,training
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.0,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,1.0,training
CCCCCC(CO)CCC,0.0,training
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,1.0,training
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,0.0,training
CC(C)=CCCC(C)CCOC=O,0.0,training
Cc1ccccc1OCC(O)CO,1.0,training
CC(=O)NC(=O)c1ccccc1O,0.0,training
C=CC[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21C)C1=C(CC3)CC(=O)CC1,1.0,training
OCC1CCCO1,0.0,training
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,1.0,training
CC(=O)Nc1ccc(OC(C)=O)cc1,0.0,training
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,1.0,training
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.0,training
CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,1.0,training
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.0,training
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.0,training
CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,1.0,training
O=C(CN1CCNCC1)NC1CCCCC1,0.0,training
CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0.0,training
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1.0,training
CC(C)(C)OC=O,0.0,training
CC(C)Br,0.0,training
NC(=O)N1c2ccccc2C=Cc2ccccc21,0.0,training
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,0.0,training
C[C@]12CC[C@H]3[C@@H](CC[C@@]45OC4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1.0,training
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0.0,training
CC(CO)CO,0.0,training
CC(=O)SCC(C)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,0.0,training
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]12C,1.0,training
O=CC1CC=CCC1,0.0,training
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1.0,training
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1.0,training
CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,0.0,training
O=C(O)c1ccc(C(=O)O)cc1,0.0,training
CC(=O)NCCCS(=O)(=O)O,0.0,training
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0,training
C[C@@H]1O[C@@H]1P(=O)(O)O,1.0,training
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,0.0,training
COCCOC,0.0,training
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1.0,training
COc1ccc(Nc2ccc(OC)cc2)cc1,1.0,training
O=C(O)c1cccc([N+](=O)[O-])c1,0.0,training
CCC1CCC(CCC(=O)O)C1,1.0,training
CC(CC=O)CC(C)(C)C,0.0,training
C[Si](Cl)(c1ccccc1)c1ccccc1,0.0,training
CCCCCCCCCCO,0.0,training
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,0.0,training
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,1.0,training
CCCCOC(=O)c1ccccc1C(=O)OCCCC,1.0,training
NC(=S)N/N=C/c1cccnc1,0.0,training
Clc1ccccc1-c1nc(-c2ccncc2)no1,1.0,training
CSc1ccc(C=O)cc1,0.0,training
COC(=O)C1C=C2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0.0,training
Oc1ccc2c(c1)Cc1ccccc1-2,1.0,training
O=C1OC2(c3cc(Br)c(O)cc3Oc3c2cc(Br)c([O-])c3[Hg+])c2ccccc21,0.0,training
CC1(N)CCC(C(C)(C)N)CC1,1.0,training
Cc1cccc([N+](=O)[O-])c1C,0.0,training
C=CC(=O)OCCO,1.0,training
CN(C)C(=O)Oc1ccc[n+](C)c1,1.0,training
C#CCN(C)Cc1ccccc1,0.0,training
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1.0,training
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0,training
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0,training
O=P(O)(O)OC[C@H]1O[C@](O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,1.0,training
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1.0,training
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0.0,training
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C,1.0,training
CCCCCCCCCCOc1cc2c(=O)c(C(=O)OCC)c[nH]c2cc1OCC,0.0,training
COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],1.0,training
C(=C/c1ccccc1)\c1ccccc1,1.0,training
ClCCOCCOCCCl,0.0,training
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,0.0,training
Nc1cccc([N+](=O)[O-])c1,0.0,training
CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)C(C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,0.0,training
CCOc1ccccc1N,0.0,training
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,1.0,training
O=P(OCCCl)(OCCCl)OCCCl,0.0,training
CCCOc1ccc2nc(NC(=O)OC)sc2c1,1.0,training
CCOc1ccccc1O,0.0,training
C=C(C)C(=O)OC,0.0,training
Cl[In](Cl)Cl,1.0,training
Cc1ccnc2ccccc12,0.0,training
Cc1ccc(C)c(N)c1,1.0,training
c1ccc(CSCc2ccccc2)cc1,1.0,training
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,0.0,training
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,0.0,training
CC(C)CCOC(=O)C=Cc1ccccc1,1.0,training
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.0,training
CCOC(=O)NNc1nncc2ccccc12,0.0,training
c1ccc(COCc2ccccc2)cc1,0.0,training
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0.0,training
CC(N)CCCC(C)(C)O,0.0,training
C(=NC1CCCCC1)=NC1CCCCC1,1.0,training
FC(F)(F)c1ccc(Cl)cc1Cl,0.0,training
