smiles,CHEMBL228_Ki,group
CC(C)c1ccccc1C(=O)N(C1CCCC1)[C@H]1CCNC1,-2.821513528404773,training
C[C@H]1C[C@H](c2cc3ccc(F)cc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,0.5086383061657274,training
CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,-2.7993405494535817,training
FC(F)(F)c1cc(Oc2nccc3occc23)ccc1-c1cccc2nccn12,-3.9867717342662448,training
Cc1cnn(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)c1,0.100015437450609,training
O=C1NCc2ccc(OCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21,-2.361727836017593,training
Fc1ccc(C(OCCC2CCN(Cc3ccc4ccccc4c3)CC2)c2ccc(F)cc2)cc1,-2.359835482339888,training
CN(C)CCC(Oc1ccccc1)c1ccc(C#CCCN2CCCCC2)cc1,-1.462397997898956,training
CN1C2CCC1[C@@H](C(=O)Nc1ccc(Br)nc1)[C@@H](c1ccc(Cl)cc1)C2,-4.185117001142592,training
O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cc(F)ccc45)CC3)c(F)c21,-3.4345689040341987,training
CN([C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21)C(C)(C)C,-3.6720978579357175,training
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,-0.7000110623221123,training
CCCC(=O)NCCNC(CC(C)C)C1(c2ccc(OCC)cc2)CCC1,-1.3979400086720375,training
CCOCC1CNCCN1c1ccc2[nH]ncc2c1,-1.2000292665537704,training
Cc1cc2c(OC[C@@H](O)CN3CC[C@@H](c4cc5ccccc5s4)C[C@@H]3C)cccc2[nH]1,0.2757241303992109,training
C=C1CN2C3CCC2C1C(c1ccc(Br)cc1)C3,0.5528419686577808,training
C[C@H]1CNCCc2ccc(Cl)cc21,-3.415974411376566,training
O=c1ccoc2ccc(CCN3CCC(Cc4ccc(Br)c(OCCO)c4)CC3)cc12,-0.5440680443502757,training
COc1cc(Cl)ccc1O[C@@H](c1ccccc1C)[C@@H]1CNCCO1,-1.845098040014257,training
COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4cccs4)CC3)[C@@H]1CO2,-0.4313637641589873,training
CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(SC)cc1,-0.4623979978989561,training
NCC1CCC(c2ccc(Br)cc2)O1,-3.04688519083771,training
COc1ccc(Sc2ccccc2N)c(CN(C)C)c1,-0.6989700043360189,training
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,0.0433514207947966,training
COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,-2.2671717284030137,training
CCN(C)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,-1.3010299956639813,training
C1=C(c2c[nH]c3ccccc23)CCN(CCOc2cccc3[nH]ccc23)C1,-1.6148972160331343,training
CNCCCCOc1cccc2ccccc12,-1.4913616938342726,training
COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccccc4)CC3)[C@@H]1CO2,-0.3617278360175928,training
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2C(C)=O)cc(C(C)=O)c1,-3.7375901662857216,training
CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(C#N)cc1,-1.9731278535996983,training
CN(C)Cc1ccccc1Oc1ccc(I)cc1CO,0.9208187539523752,training
Fc1ccccc1Oc1cccc(F)c1C1CCNCC1,-3.100370545117563,training
COc1cc(Cl)ccc1O[C@@H](c1ccccc1F)[C@@H]1CNCCO1,-1.845098040014257,training
Cc1coc(C[C@@]23CNCC[C@]2(c2ccc(Cl)c(Cl)c2)C3)n1,-0.2999429000227671,training
CS(=O)(=O)Nc1cccc(OCCN2CCC(Oc3ccc4c(c3)NC(=O)CC4)CC2)c1,-1.3424226808222062,training
COc1ccc(C2CN(C)Cc3cc(OCCCN4CCN(C(C)C)CC4)ccc32)cc1,-0.255272505103306,training
C[C@H]1Oc2c(cccc2N2CCN(CCCc3c[nH]c4ccc(F)cc34)CC2)NC1=O,0.5999803649348415,training
CCc1ccccc1Oc1cc(C)ncc1CN(C)C,-2.4456042032735974,training
CC1(C)Cc2cccc(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)c2O1,-0.4000196350651585,training
N#Cc1ccccc1CN(c1ccc2[nH]ccc2c1)C1CCNCC1,-0.599992177584098,training
O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)c(F)c21,-1.927883410330707,training
CCC(NC(CC(C)C)C1(c2ccc(Cl)cc2)CCC1)C(=O)O,-1.3579348470004535,training
CCOC(=O)[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,-1.2000292665537704,training
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC2CC2)c1,-2.0681858617461617,training
Clc1ccc(N2CCCN(CCCc3nc4ccccc4s3)CC2)cc1,-1.5314789170422551,training
CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,-3.52244423350632,training
c1ccc(Oc2ccccc2C2CCNCC2)cc1,-3.24551266781415,training
CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1,-0.6989700043360189,training
Cc1ccc(CN(CC(C)C)C2CCNCC2)cc1,0.00436480540245,training
C1=CCC(c2ccc3ccccc3c2)CNC1,-1.7993405494535817,training
CCCCC1CNCCN1c1ccc2[nH]ncc2c1,-0.599992177584098,training
CS(=O)(=O)Nc1cccc(OCCN2CC3CCC(C2)C3Cc2ccc3c(c2)NC(=O)CC3)c1,-0.2304489213782739,training
CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2ccc(Cl)cc2)C1,-1.041392685158225,training
O=C1NCc2ccc3c(c21)CC(N(CCCc1c[nH]c2ccc(F)cc12)CC1CCCCC1)CO3,-3.094121595840561,training
COc1cc(C(F)(F)F)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,-1.6127838567197357,training
Fc1cccc(Oc2cccc(Cl)c2Cl)c1OC1CNC1,-1.9731278535996983,training
